user_id	original_image	face_id	age	gender	x	y	dx	dy	tilt_ang	fiducial_yaw_angle	fiducial_score
30601258@N03	10518169163_cfae8458a4_o.jpg	2	(25, 32)	m	278	0	776	761	5	0	96
30601258@N03	9347599043_17243c033d_o.jpg	2	(25, 32)	m	844	953	1007	1007	-75	0	103
30601258@N03	11141063444_5f3b4d7f7b_o.jpg	2	(25, 32)	m	540	796	835	836	-85	0	13
30601258@N03	8684790923_738984c1e6_o.jpg	2	(25, 32)	m	231	202	817	758	-95	0	19
30601258@N03	9731134701_c9761a710d_o.jpg	2	(25, 32)	m	1705	796	1198	1199	180	0	79
30601258@N03	11438238643_075679d25d_o.jpg	2	(25, 32)	m	1673	541	1371	1371	-75	0	14
30601258@N03	10189889883_2620f87300_o.jpg	5	(25, 32)	f	601	20	632	632	180	0	49
30601258@N03	10189311806_0e6eb9196e_o.jpg	2	(25, 32)	m	0	116	676	688	15	0	7
30601258@N03	11465821155_db87787a39_o.jpg	2	(25, 32)	m	97	146	720	720	-95	0	125
30601258@N03	11706049596_e600fa5b55_o.jpg	2	(25, 32)	m	550	130	684	684	190	0	52
30601258@N03	11706049596_e600fa5b55_o.jpg	11	(25, 32)	m	289	230	513	512	175	0	91
30601258@N03	9509805978_1a5a66d319_o.jpg	2	(25, 32)	m	1042	478	542	541	20	0	104
30601258@N03	9347583481_b203e9008b_o.jpg	2	(25, 32)	m	1282	403	816	816	20	0	64
30601258@N03	10517898816_ac065b2240_o.jpg	2	(25, 32)	m	878	1595	593	593	-80	0	69
30601258@N03	10437970754_1e6c88559a_o.jpg	2	(25, 32)	m	57	0	1140	960	-90	0	77
30601258@N03	11267890423_0b9ab21abe_o.jpg	4	(38, 43)	f	978	1353	1383	1095	255	0	40
30601258@N03	10997997875_35e9d33ff3_o.jpg	5	(25, 32)	f	570	1133	504	503	-105	0	138
30601258@N03	10346718334_096b1be146_o.jpg	2	(25, 32)	m	139	0	668	604	-105	0	97
30601258@N03	10346718334_096b1be146_o.jpg	5	(25, 32)	f	176	320	640	640	-100	0	89
30601258@N03	9094529035_b77d4423f5_o.jpg	5	(25, 32)	f	1290	637	453	453	0	0	162
30601258@N03	11816666824_99e63e5cde_o.jpg	2	(25, 32)	m	1042	618	612	612	5	0	42
30601258@N03	9347939451_4144142a53_o.jpg	2	(25, 32)	m	1421	1184	242	242	-85	0	73
30601258@N03	11314750106_1c5c161eb5_o.jpg	2	(25, 32)	m	865	1029	797	797	-95	0	80
30601258@N03	10399716146_f643bf78fa_o.jpg	2	(25, 32)	m	238	0	620	498	-75	0	9
30601258@N03	10438003975_c480af4852_o.jpg	2	(25, 32)	m	0	0	940	948	-80	0	93
30601258@N03	9545919013_2e0be71cb7_o.jpg	5	(25, 32)	f	621	459	1052	1051	200	0	61
30601258@N03	11727342573_95f82a3c49_o.jpg	3	(25, 32)	m	1950	841	969	969	200	0	137
30601258@N03	11727342573_95f82a3c49_o.jpg	2	(25, 32)	m	462	817	841	842	190	0	68
30601258@N03	11140995385_040a159593_o.jpg	2	(25, 32)	m	189	328	988	988	-95	0	50
30601258@N03	10975556583_fefe26c07e_o.jpg	4	(38, 43)	f	310	626	1020	1020	-85	0	100
30601258@N03	9921382773_99dd53ae10_o.jpg	3	(25, 32)	m	223	690	854	854	-105	0	88
30601258@N03	11341800246_7117e6e710_o.jpg	2	(25, 32)	m	13	0	976	898	-85	0	58
30601258@N03	9731067751_95cc86d112_o.jpg	2	(25, 32)	m	75	121	889	839	-95	0	47
30601258@N03	9506997231_eb7fd73352_o.jpg	4	(38, 43)	f	1059	664	1294	1294	-90	0	75
30601258@N03	11861466665_82ea096241_o.jpg	2	(25, 32)	m	1125	436	688	689	-5	0	119
30601258@N03	10034776565_6f0a3bbced_o.jpg	2	(25, 32)	m	84	192	837	768	-80	0	24
30601258@N03	9347841549_95fc94da30_o.jpg	7	(25, 32)	f	1275	1402	612	612	0	0	5
30601258@N03	9548349764_4aecb2d624_o.jpg	5	(25, 32)	f	352	0	1606	1514	-90	0	150
30601258@N03	9159865727_20921d0809_o.jpg	2	(25, 32)	m	22	0	960	938	-85	0	82
30601258@N03	11232923183_9f23d38e0b_o.jpg	5	(25, 32)	f	844	1171	485	484	-110	0	116
30601258@N03	9731072165_6b26334d80_o.jpg	2	(25, 32)	m	204	119	692	692	-85	0	70
30601258@N03	9505494278_2c88bd76cf_o.jpg	2	(25, 32)	m	1987	1004	778	777	195	0	46
30601258@N03	9505494278_2c88bd76cf_o.jpg	7	(25, 32)	f	1614	867	701	701	185	0	78
30601258@N03	10152675314_02d5855224_o.jpg	5	(25, 32)	f	532	505	982	981	-15	0	37
30601258@N03	10152675314_02d5855224_o.jpg	1	(25, 32)	f	1247	68	938	937	10	0	120
30601258@N03	11431794093_349af0f151_o.jpg	2	(25, 32)	m	344	18	812	812	0	0	50
30601258@N03	11232826564_48f760cf51_o.jpg	5	(25, 32)	f	1201	741	638	637	-80	0	22
30601258@N03	10571493783_a715bf1292_o.jpg	1	(25, 32)	f	753	270	1084	1084	-80	0	156
30601258@N03	10997076746_f8519635f1_o.jpg	2	(25, 32)	m	158	109	836	836	-85	0	12
30601258@N03	9162091422_684a359550_o.jpg	2	(25, 32)	m	88	132	716	716	-80	0	33
30601258@N03	11341868543_14bd313a8c_o.jpg	2	(25, 32)	m	40	17	927	928	-90	0	82
30601258@N03	10399863183_a04f4c26a1_o.jpg	1	(25, 32)	f	97	1359	663	663	195	0	98
30601258@N03	11167359214_0cf11f0e79_o.jpg	2	(25, 32)	m	663	347	924	924	15	0	83
30601258@N03	8662914803_7003151fd2_o.jpg	2	(25, 32)	m	102	0	804	761	-95	0	90
30601258@N03	9671705985_3260c07f79_o.jpg	2	(25, 32)	m	769	852	606	606	5	0	67
30601258@N03	9671705985_3260c07f79_o.jpg	4	(38, 43)	f	1856	1225	510	510	5	0	99
30601258@N03	11778665943_ab38cd2473_o.jpg	2	(25, 32)	m	104	0	712	614	-85	0	17
30601258@N03	10590139995_a2a8ea121a_o.jpg	2	(25, 32)	m	603	200	608	608	195	0	65
30601258@N03	10590139995_a2a8ea121a_o.jpg	11	(25, 32)	m	382	268	520	520	190	0	110
30601258@N03	10190024035_1931fbeb4e_o.jpg	5	(25, 32)	f	193	0	840	687	-70	0	17
30601258@N03	10459231615_f33acdd788_o.jpg	9	(25, 32)	m	387	639	644	643	-100	0	110
30601258@N03	11141052345_12bb2fbd9d_o.jpg	2	(25, 32)	m	2264	494	599	599	5	0	137
30601258@N03	11141052345_12bb2fbd9d_o.jpg	1	(25, 32)	f	737	202	485	484	5	0	79
30601258@N03	9506984151_e818be4e85_o.jpg	4	(38, 43)	f	1173	616	784	784	-85	0	47
30601258@N03	9902259805_b23166e7ab_o.jpg	2	(25, 32)	m	11	0	832	778	-105	0	40
30601258@N03	10189334335_366c6e040a_o.jpg	5	(25, 32)	f	678	838	727	727	175	0	126
30601258@N03	10189334335_366c6e040a_o.jpg	2	(25, 32)	m	1412	1063	618	618	195	0	68
30601258@N03	10795424174_39d0c5864d_o.jpg	2	(25, 32)	m	87	128	596	596	-95	0	98
30601258@N03	11097049006_cab1378fb3_o.jpg	2	(25, 32)	m	18	77	804	804	-85	0	65
30601258@N03	11341807336_a1a9a57e74_o.jpg	2	(25, 32)	m	6	0	857	739	-85	0	13
30601258@N03	11861480225_770e434a7b_o.jpg	2	(25, 32)	m	1176	702	803	804	5	0	79
30601258@N03	11861480225_770e434a7b_o.jpg	9	(25, 32)	m	576	506	785	784	10	0	67
30601258@N03	11861480225_770e434a7b_o.jpg	5	(25, 32)	f	1592	935	714	714	5	0	110
30601258@N03	11778404375_ffb7f41b7e_o.jpg	2	(25, 32)	m	181	0	632	576	-90	0	59
30601258@N03	11234106703_dbd428197d_o.jpg	2	(25, 32)	m	1931	774	772	771	175	0	69
30601258@N03	9988128584_470de84ba5_o.jpg	5	(25, 32)	f	793	184	1498	1499	185	0	83
30601258@N03	9988128584_470de84ba5_o.jpg	2	(25, 32)	m	1480	782	1473	1473	175	0	136
30601258@N03	10399397284_4a56c40bc6_o.jpg	9	(25, 32)	m	632	1077	1046	1045	180	0	165
30601258@N03	10399397284_4a56c40bc6_o.jpg	1	(25, 32)	f	2103	1066	950	950	200	0	139
30601258@N03	10424818843_2b87f9e995_o.jpg	2	(25, 32)	m	275	104	656	656	0	0	89
30601258@N03	11465969043_69ef0cce7a_o.jpg	2	(25, 32)	m	275	124	720	720	-90	0	69
30601258@N03	9429548405_70ee3d448a_o.jpg	7	(25, 32)	f	372	248	620	620	180	0	63
30601258@N03	10795434905_eafdf817ee_o.jpg	3	(25, 32)	m	1810	492	695	695	-10	0	69
30601258@N03	11727323213_42802044c9_o.jpg	2	(25, 32)	m	54	1075	1224	1224	-85	0	43
30601258@N03	10491790873_43eb9d21e2_o.jpg	4	(38, 43)	f	541	375	416	416	-25	0	57
30601258@N03	9545553817_e7f180e925_o.jpg	7	(25, 32)	f	774	288	356	356	15	0	37
30601258@N03	11816211415_c4dd0f13c9_o.jpg	5	(25, 32)	f	901	309	379	489	180	0	32
30601258@N03	10204420704_afc74e5fef_o.jpg	11	(25, 32)	m	220	36	629	629	-95	0	140
30601258@N03	11862321136_bec50c2222_o.jpg	9	(25, 32)	m	0	90	637	696	0	0	24
30601258@N03	11862321136_bec50c2222_o.jpg	2	(25, 32)	m	364	212	596	633	0	0	50
30601258@N03	10997187524_97cf66d438_o.jpg	2	(25, 32)	m	31	41	936	919	-100	0	140
30601258@N03	8816723008_6f72635de4_o.jpg	8	(25, 32)	m	541	868	689	689	-80	0	98
30601258@N03	9734298486_93378d82bc_o.jpg	2	(25, 32)	m	118	149	701	701	-100	0	103
30601258@N03	10287311584_61358a8419_o.jpg	2	(25, 32)	m	90	86	729	729	-90	0	116
30601258@N03	11228124216_69347937a1_o.jpg	2	(25, 32)	m	216	433	612	612	15	0	57
30601258@N03	9505435482_e0f9cc0571_o.jpg	7	(25, 32)	f	1694	1023	879	879	180	0	89
30601258@N03	9988153884_e7e144a3d5_o.jpg	2	(25, 32)	m	223	364	712	596	-95	0	106
30601258@N03	9988153884_e7e144a3d5_o.jpg	3	(25, 32)	m	319	201	544	544	-100	0	125
30601258@N03	11705826244_ee3515059a_o.jpg	2	(25, 32)	m	175	104	769	769	-95	0	9
30601258@N03	10795352956_5d07570fce_o.jpg	5	(25, 32)	f	216	368	1409	1409	-95	0	110
30601258@N03	11431652935_94cc6f1f36_o.jpg	2	(25, 32)	m	237	7	712	712	195	0	22
30601258@N03	11705669473_58a3ea9dfa_o.jpg	2	(25, 32)	m	398	356	1198	1199	-95	0	96
30601258@N03	10795332606_2de42d0731_o.jpg	5	(25, 32)	f	121	113	521	520	-10	0	53
30601258@N03	10795422524_778408fa6e_o.jpg	2	(25, 32)	m	74	188	612	612	-105	0	76
30601258@N03	9347577463_4db4ea3de9_o.jpg	2	(25, 32)	m	1034	651	1058	1059	-95	0	17
30601258@N03	11045881764_a8dbb902e0_o.jpg	4	(38, 43)	f	1485	779	548	548	10	0	74
30601258@N03	11228180186_2a3df9012b_o.jpg	2	(25, 32)	m	286	105	616	616	-90	0	7
30601258@N03	10265177803_706ab0a0c3_o.jpg	2	(25, 32)	m	22	214	660	660	-90	0	51
30601258@N03	10408719545_892f2985e7_o.jpg	2	(25, 32)	m	0	0	913	890	-95	0	119
30601258@N03	11862420696_7371999e55_o.jpg	2	(25, 32)	m	0	153	657	689	15	0	52
30601258@N03	9507004979_d78e8e076e_o.jpg	2	(25, 32)	m	1904	1679	523	523	185	0	78
30601258@N03	10399573073_9d32b19077_o.jpg	2	(25, 32)	m	63	38	972	922	-95	0	70
30601258@N03	10795564064_15ee94df4e_o.jpg	2	(25, 32)	m	1120	393	739	740	10	0	69
30601258@N03	9734377712_3e8905d065_o.jpg	2	(25, 32)	m	728	889	1001	1001	-80	0	55
30601258@N03	11705657014_348233444a_o.jpg	2	(25, 32)	m	583	135	668	668	190	0	70
30601258@N03	11705657014_348233444a_o.jpg	11	(25, 32)	m	276	157	584	584	175	0	72
30601258@N03	10424739446_6e437a8f8a_o.jpg	4	(38, 43)	f	347	800	1562	1561	-75	0	108
30601258@N03	10823032145_444fdf6b30_o.jpg	2	(25, 32)	m	123	205	664	665	-90	0	127
30601258@N03	9429555899_4b429e9dc0_o.jpg	4	(38, 43)	f	1145	1434	797	797	-95	0	124
30601258@N03	9350619712_cd594d93f4_o.jpg	7	(25, 32)	f	246	121	544	544	195	0	54
30601258@N03	11438488005_80c07eea53_o.jpg	5	(25, 32)	f	435	441	1370	1371	-70	0	79
30601258@N03	10795366276_7b6e2847a6_o.jpg	5	(25, 32)	f	379	245	1549	1549	-95	0	95
30601258@N03	10399385824_6ddf356f64_o.jpg	2	(25, 32)	m	29	15	977	945	-100	0	92
30601258@N03	9548697686_46287dd38b_o.jpg	7	(25, 32)	f	1520	902	943	943	190	0	93
30601258@N03	9505482446_527f237cbd_o.jpg	7	(25, 32)	f	1321	946	758	759	10	0	39
30601258@N03	9350643138_6ce5e8597c_o.jpg	2	(25, 32)	m	1357	1145	383	383	-90	0	99
30601258@N03	11233977476_5944160701_o.jpg	5	(25, 32)	f	1000	1230	498	497	-80	0	79
30601258@N03	10424638186_bc15d27478_o.jpg	2	(25, 32)	m	23	0	700	568	-80	0	14
30601258@N03	10424638186_bc15d27478_o.jpg	4	(38, 43)	f	43	202	539	541	-70	0	62
30601258@N03	9904472723_a7849b1745_o.jpg	2	(25, 32)	m	851	208	1013	1014	-90	0	69
30601258@N03	10152728664_28d1e1fc98_o.jpg	5	(25, 32)	f	342	1051	1097	1097	-105	0	72
30601258@N03	11341825254_98f680123c_o.jpg	2	(25, 32)	m	58	19	776	776	-90	0	67
30601258@N03	11861802473_d239d9609e_o.jpg	2	(25, 32)	m	48	258	657	656	15	0	66
30601258@N03	11341799026_b033f15e40_o.jpg	2	(25, 32)	m	56	0	952	932	-85	0	78
30601258@N03	11409285774_96ba81a5f5_o.jpg	2	(25, 32)	m	266	0	648	644	-90	0	45
30601258@N03	10997052825_4c7f7eb6fa_o.jpg	2	(25, 32)	m	0	0	829	846	-80	0	141
30601258@N03	9159859001_dffcd796c5_o.jpg	2	(25, 32)	m	224	39	668	669	-95	0	64
30601258@N03	10941773215_17f161854c_o.jpg	2	(25, 32)	m	88	151	812	809	-95	0	61
30601258@N03	10941877764_e2cd5c8f74_o.jpg	7	(25, 32)	f	871	255	1135	1134	-90	0	30
30601258@N03	10795391806_5398811a2f_o.jpg	4	(38, 43)	f	1576	1101	580	580	155	0	64
30601258@N03	10943582594_24e6a78e2e_o.jpg	2	(25, 32)	m	1066	779	937	937	175	0	93
30601258@N03	10943582594_24e6a78e2e_o.jpg	11	(25, 32)	m	1574	854	816	816	190	0	72
30601258@N03	9350582804_45768d8d49_o.jpg	8	(25, 32)	m	119	717	708	707	0	0	118
30601258@N03	9350582804_45768d8d49_o.jpg	12	(25, 32)	m	1472	648	638	638	-5	0	123
30601258@N03	10943611864_08e60d5c23_o.jpg	2	(25, 32)	m	1813	1464	740	740	180	0	71
30601258@N03	10795479984_8e0f760df8_o.jpg	5	(25, 32)	f	431	428	1377	1377	-90	0	71
30601258@N03	10424676464_f307fa445b_o.jpg	4	(38, 43)	f	469	296	436	436	0	0	83
30601258@N03	11166898263_588f84af8d_o.jpg	2	(25, 32)	m	345	457	2015	1991	-90	0	64
30601258@N03	11166776974_5226639617_o.jpg	2	(25, 32)	m	1007	961	1128	1128	-95	0	92
30601258@N03	11312297973_496b08bd9b_o.jpg	2	(25, 32)	m	138	109	696	696	-95	0	114
30601258@N03	9347821459_fbb2f66cbe_o.jpg	2	(25, 32)	m	830	0	1938	1914	-25	0	82
30601258@N03	11232048396_53318c01c7_o.jpg	5	(25, 32)	f	819	841	1326	1326	190	0	96
30601258@N03	11644639435_9dd6f2272f_o.jpg	2	(25, 32)	m	1856	565	797	797	-10	0	112
30601258@N03	9904367094_c989fafe26_o.jpg	1	(25, 32)	f	814	1195	1122	1122	-75	0	86
30601258@N03	9904367094_c989fafe26_o.jpg	2	(25, 32)	m	760	207	1058	1058	-90	0	82
30601258@N03	11551619716_6356bb610c_o.jpg	5	(25, 32)	f	417	224	492	492	-85	0	144
30601258@N03	11705977214_f0388a2dd2_o.jpg	2	(25, 32)	m	1013	347	1084	1084	20	0	83
30601258@N03	11705977214_f0388a2dd2_o.jpg	5	(25, 32)	f	1493	765	905	905	15	0	105
30601258@N03	10997194534_4d53f39fae_o.jpg	2	(25, 32)	m	272	40	768	769	-100	0	55
30601258@N03	11644997623_55b6f75b10_o.jpg	2	(25, 32)	m	859	361	1185	1186	0	0	58
30601258@N03	9347751543_0168b92ffb_o.jpg	8	(25, 32)	m	160	737	1167	1167	195	0	112
30601258@N03	11234009374_1e0ced7c90_o.jpg	2	(25, 32)	m	1936	747	771	771	180	0	71
30601258@N03	11140998045_4bbeb0d27e_o.jpg	2	(25, 32)	m	580	613	835	835	-85	0	29
30601258@N03	11562626786_9efc558ba2_o.jpg	2	(25, 32)	m	1743	1224	765	765	200	0	97
30601258@N03	8806182447_26e96f4a0e_o.jpg	2	(25, 32)	m	1544	597	1230	1231	-15	0	100
30601258@N03	10438452175_313a5bda42_o.jpg	1	(25, 32)	f	14	115	636	637	5	0	105
30601258@N03	10997276303_b00ec87102_o.jpg	2	(25, 32)	m	74	142	773	772	-90	0	99
30601258@N03	8721808808_0079345796_o.jpg	2	(25, 32)	m	432	343	608	608	-15	0	11
30601258@N03	8841797309_28a19a2461_o.jpg	2	(25, 32)	m	439	954	523	523	-95	0	118
30601258@N03	11861580655_6ea18bff55_o.jpg	2	(25, 32)	m	358	216	602	632	10	0	28
30601258@N03	10852328926_9c0d4e8584_o.jpg	3	(25, 32)	m	319	292	676	668	-90	0	26
30601258@N03	11861488155_57b078fbea_o.jpg	2	(25, 32)	m	292	188	668	709	0	0	44
30601258@N03	11861488155_57b078fbea_o.jpg	9	(25, 32)	m	0	74	517	680	5	0	44
30601258@N03	11727437553_c76dbc5128_o.jpg	2	(25, 32)	m	1926	1278	957	956	-100	0	74
30601258@N03	11624490685_5149cdd585_o.jpg	2	(25, 32)	m	78	0	941	878	-85	0	56
30601258@N03	11861800293_91bec72cfb_o.jpg	9	(25, 32)	m	774	81	937	937	0	0	134
30601258@N03	9350617426_1d97772cd7_o.jpg	7	(25, 32)	f	762	204	518	548	-95	0	30
30601258@N03	11707018773_3b83e89205_o.jpg	2	(25, 32)	m	0	0	1243	960	-90	0	42
30601258@N03	9432336202_1e0f0c6e22_o.jpg	2	(25, 32)	m	838	693	1383	1383	-100	0	24
